Date,Lo PRIOR,PRIOR 2,PRIOR 3,PRIOR 4,PRIOR 5,PRIOR 6,PRIOR 7,PRIOR 8,PRIOR 9,Hi PRIOR
2015-05-31,-0.0797,-0.037000000000000005,-0.0139,0.0022,0.0031,0.0199,0.022400000000000003,0.0258,0.0256,0.045599999999999995
2015-06-30,-0.0548,-0.0297,-0.0318,-0.0241,-0.016,-0.0222,-0.0068000000000000005,-0.015300000000000001,0.0018,-0.005600000000000001
2015-07-31,-0.1821,-0.08310000000000001,-0.049400000000000006,0.0341,0.0168,0.0126,0.0304,0.036000000000000004,0.0492,0.0197
2015-08-31,-0.0288,-0.0616,-0.037000000000000005,-0.057300000000000004,-0.0668,-0.061900000000000004,-0.0604,-0.067,-0.0635,-0.06280000000000001
2015-09-30,-0.1595,-0.0762,-0.0432,-0.042699999999999995,-0.0236,-0.009300000000000001,-0.026699999999999998,-0.0278,-0.0187,-0.0319
2015-10-31,0.1157,0.1041,0.0768,0.0716,0.0885,0.083,0.07769999999999999,0.062400000000000004,0.0629,0.0687
2015-11-30,-0.041100000000000005,0.0021,-0.0172,-0.0028000000000000004,0.0064,0.011000000000000001,0.0070999999999999995,0.010700000000000001,0.0078000000000000005,0.0127
2015-12-31,-0.0424,-0.0658,-0.056100000000000004,-0.0212,-0.0253,-0.036000000000000004,-0.0106,-0.0068000000000000005,-0.0070999999999999995,-0.011899999999999999
2016-01-31,-0.1356,-0.0496,-0.0789,-0.0463,-0.044199999999999996,-0.069,-0.058600000000000006,-0.0704,-0.0405,-0.0622
2016-02-29,0.0346,0.026000000000000002,0.0137,0.0395,0.0173,0.0127,-0.0013,-0.015,-0.0091,-0.032799999999999996
2016-03-31,0.1121,0.1261,0.0862,0.0895,0.0861,0.0642,0.0603,0.0611,0.060899999999999996,0.0582
2016-04-30,0.1794,0.0639,0.037000000000000005,0.051,-0.0101,0.0235,0.0171,0.0052,-0.0018,-0.0159
2016-05-31,-0.0168,0.0067,0.016200000000000003,0.006999999999999999,0.0294,0.0096,0.0104,0.0132,0.0187,0.0348
2016-06-30,-0.0025,-0.0292,-0.0363,-0.0368,-0.0174,-0.0161,-0.0006,0.025099999999999997,0.0341,0.0087
2016-07-31,0.0796,0.0964,0.0617,0.060599999999999994,0.0437,0.0443,0.0265,0.023799999999999998,0.0311,0.042199999999999994
2016-08-31,0.0499,0.0298,0.025699999999999997,0.0144,0.013300000000000001,0.015300000000000001,-0.0001,-0.0032,-0.017,-0.0103
2016-09-30,0.0482,0.018000000000000002,-0.026099999999999998,0.0108,0.004,-0.008,0.0054,0.0034000000000000002,-0.0074,0.030899999999999997
2016-10-31,-0.0909,-0.0298,-0.005699999999999999,0.0087,-0.0095,-0.013500000000000002,-0.0315,-0.0226,-0.0217,-0.0524
2016-11-30,0.08650000000000001,0.0926,0.1057,0.0395,0.0682,0.0311,0.0348,0.0102,0.024900000000000002,0.0747
2016-12-31,0.0,0.0104,0.018000000000000002,0.0269,0.0206,0.0227,0.025099999999999997,0.021400000000000002,0.006500000000000001,-0.0044
2017-01-31,0.0362,0.0286,0.0169,0.0239,0.0203,0.0134,0.0149,0.0158,0.0077,0.036699999999999997
2017-02-28,0.025699999999999997,0.0446,0.0433,0.0288,0.0443,0.0408,0.029300000000000003,0.041299999999999996,0.0072,0.0001
2017-03-31,-0.0184,-0.0004,0.0045000000000000005,0.0077,0.0091,0.0115,-0.0096,0.0032,-0.0169,0.0043
2017-04-30,0.014199999999999999,-0.003,0.009399999999999999,0.035,0.0171,0.0012,0.008100000000000001,0.0159,0.0084,0.0024
2017-05-31,-0.044199999999999996,-0.016200000000000003,0.019,-0.0029,0.0151,0.0264,-0.0048,0.0273,-0.0001,0.035
2017-06-30,0.0478,0.0034999999999999996,0.011200000000000002,0.0072,0.016,0.0086,0.0001,0.019,-0.0106,0.0089
2017-07-31,0.009300000000000001,0.0134,0.015700000000000002,0.0085,0.009399999999999999,0.008,0.01,0.0286,0.042300000000000004,0.029900000000000003
2017-08-31,-0.0308,-0.028900000000000002,-0.0167,0.004699999999999999,-0.011399999999999999,0.0131,0.0074,0.010700000000000001,0.0226,0.0014000000000000002
2017-09-30,0.0703,0.0374,0.039900000000000005,0.0334,0.0271,0.0264,0.019799999999999998,0.0126,0.009000000000000001,0.042199999999999994
2017-10-31,-0.029500000000000002,-0.046799999999999994,0.0126,-0.0245,0.0068000000000000005,0.049800000000000004,0.030299999999999997,0.0203,0.0444,0.056299999999999996
2017-11-30,0.1104,0.0276,0.04190000000000001,0.0348,0.0383,0.023799999999999998,0.0215,0.037599999999999995,0.026099999999999998,0.029900000000000003
2017-12-31,0.011000000000000001,0.046,0.0265,0.0209,0.020499999999999997,0.0127,0.0032,0.0103,0.0025,-0.006
2018-01-31,-0.0113,0.032,0.031200000000000002,0.0356,0.0311,0.053099999999999994,0.042699999999999995,0.0801,0.053399999999999996,0.1184
2018-02-28,-0.0732,-0.0622,-0.0664,-0.0625,-0.058499999999999996,-0.0418,-0.0225,-0.0275,0.0028000000000000004,-0.0304
2018-03-31,-0.006,-0.0129,0.0005,-0.013000000000000001,-0.0129,-0.0155,-0.0335,-0.028399999999999998,-0.0248,-0.0316
2018-04-30,0.0292,-0.001,-0.0173,0.0063,0.012,0.0087,-0.009399999999999999,0.0007000000000000001,0.0104,0.0139
2018-05-31,0.0092,-0.006,0.005699999999999999,0.011899999999999999,0.0223,0.0269,0.0325,0.010700000000000001,0.0435,0.0731
2018-06-30,0.0409,0.0403,0.012,0.0095,-0.005,0.0039000000000000003,0.004699999999999999,0.0002,-0.0091,0.0049
2018-07-31,0.0222,0.0318,0.0623,0.0348,0.0381,0.0559,0.0409,0.006999999999999999,0.0351,0.009399999999999999
2018-08-31,0.0006,0.0137,0.01,0.002,0.028900000000000002,0.021,0.0118,0.0755,0.0613,0.0999
2018-09-30,-0.010700000000000001,0.006500000000000001,0.0049,0.011899999999999999,-0.006999999999999999,-0.0029,0.0008,-0.0016,0.0179,-0.0064
2018-10-31,-0.0889,-0.0672,-0.053399999999999996,-0.0673,-0.0481,-0.059699999999999996,-0.0576,-0.0757,-0.0712,-0.1562
2018-11-30,-0.009000000000000001,0.0092,0.0178,0.0321,0.045,0.0385,0.031400000000000004,-0.025,0.0137,0.0163
2018-12-31,-0.11960000000000001,-0.1304,-0.0818,-0.1118,-0.09949999999999999,-0.09970000000000001,-0.0875,-0.084,-0.0891,-0.0833
2019-01-31,0.1942,0.1801,0.1465,0.11109999999999999,0.08650000000000001,0.077,0.0649,0.064,0.0625,0.1081
2019-02-28,0.07719999999999999,0.018799999999999997,0.0274,0.032799999999999996,0.038,0.0236,0.0373,0.0218,0.051500000000000004,0.049100000000000005
2019-03-31,0.0294,-0.0109,-0.0069,-0.0147,0.019299999999999998,0.0129,0.0084,0.0335,0.0182,0.0064
2019-04-30,0.0383,0.055,0.06570000000000001,0.0403,0.07429999999999999,0.0603,0.0403,0.018600000000000002,0.0377,0.008100000000000001
2019-05-31,-0.17010000000000003,-0.1344,-0.12240000000000001,-0.09720000000000001,-0.0816,-0.0635,-0.0616,-0.0724,-0.0359,-0.0424
2019-06-30,0.10949999999999999,0.10830000000000001,0.0919,0.075,0.07719999999999999,0.0759,0.0735,0.0623,0.0677,0.06480000000000001
2019-07-31,-0.0434,0.0104,-0.0068000000000000005,0.019299999999999998,0.0084,0.035,0.0236,-0.0068000000000000005,0.0062,0.019799999999999998
2019-08-31,-0.1338,-0.09539999999999998,-0.0801,-0.06570000000000001,-0.0348,-0.0583,-0.0168,-0.0068000000000000005,0.0089,-0.0024
2019-09-30,0.0518,0.0555,0.0576,0.0512,0.0097,0.0271,0.0472,0.0138,0.0028000000000000004,-0.03
2019-10-31,-0.0424,0.048499999999999995,0.0268,0.043899999999999995,0.0349,0.048,0.0194,0.015700000000000002,0.0101,-0.0044
2019-11-30,0.031400000000000004,0.0662,0.068,0.057800000000000004,0.0519,0.0378,0.0444,0.0169,0.0292,0.0358
2019-12-31,0.11800000000000001,0.0537,0.032,0.0363,0.0171,0.0278,0.0248,0.026099999999999998,0.0227,0.045599999999999995
2020-01-31,-0.0872,-0.08470000000000001,-0.0315,-0.0294,0.0084,0.0088,-0.011699999999999999,-0.0048,0.0313,0.0326
2020-02-29,-0.1211,-0.0733,-0.0547,-0.10369999999999999,-0.0815,-0.08650000000000001,-0.0802,-0.09050000000000001,-0.08199999999999999,-0.0661
2020-03-31,-0.30920000000000003,-0.3077,-0.20199999999999999,-0.1783,-0.1461,-0.1497,-0.10769999999999999,-0.12,-0.1348,-0.0959
2020-04-30,0.4612,0.22820000000000001,0.1439,0.1637,0.1047,0.12390000000000001,0.1521,0.1149,0.12380000000000001,0.14429999999999998
2020-05-31,-0.0123,0.077,0.0438,0.0745,0.0297,0.0655,0.049100000000000005,0.056100000000000004,0.0433,0.0666
2020-06-30,0.1875,0.06509999999999999,0.009300000000000001,0.013500000000000002,-0.0004,-0.0084,-0.024700000000000003,-0.0017000000000000001,0.0055000000000000005,0.07980000000000001
2020-07-31,-0.031200000000000002,-0.0392,-0.015700000000000002,0.0095,0.0161,0.0473,0.0501,0.0626,0.0677,0.0799
2020-08-31,0.0385,0.0663,0.0545,0.0374,0.06309999999999999,0.0435,0.048600000000000004,0.06480000000000001,0.0684,0.11449999999999999
2020-09-30,-0.07780000000000001,-0.0669,-0.055999999999999994,-0.0429,-0.024399999999999998,-0.0088,-0.0212,-0.0070999999999999995,-0.037200000000000004,-0.0621
2020-10-31,-0.034300000000000004,0.0003,0.0305,0.0106,-0.0033,-0.030899999999999997,-0.029500000000000002,-0.027200000000000002,0.0004,-0.0373
2020-11-30,0.37479999999999997,0.2788,0.2071,0.1807,0.1548,0.1376,0.11349999999999999,0.1066,0.09849999999999999,0.1038
2020-12-31,0.08070000000000001,0.0694,0.0689,0.0745,0.047599999999999996,0.0325,0.0449,0.0393,0.0182,0.0644
2021-01-31,0.0658,-0.004,0.0103,-0.0078000000000000005,-0.019799999999999998,-0.0139,-0.050300000000000004,-0.0042,0.0076,0.0209
2021-02-28,0.1979,0.0796,0.0721,0.07400000000000001,0.026099999999999998,0.047400000000000005,0.0506,0.0171,0.0113,-0.0278
2021-03-31,0.0722,0.0644,0.06849999999999999,0.0552,0.0665,0.0611,0.0518,0.0183,0.0087,-0.0652
2021-04-30,0.0218,0.0235,0.0565,0.07150000000000001,0.0693,0.051699999999999996,0.041299999999999996,0.0375,0.0529,0.045
2021-05-31,0.001,0.0132,-0.0125,0.014199999999999999,0.0182,-0.0028000000000000004,0.0262,0.0138,0.0181,-0.0484
2021-06-30,0.0255,0.005600000000000001,0.015300000000000001,0.050300000000000004,-0.0019,0.0414,0.0172,-0.0123,0.0209,0.0925
2021-07-31,-0.004699999999999999,0.0171,0.0342,0.0326,0.0141,0.0209,-0.010700000000000001,-0.0125,-0.019799999999999998,-0.005600000000000001
2021-08-31,-0.003,0.020499999999999997,0.025699999999999997,0.0408,0.0233,0.0178,0.0436,0.059500000000000004,0.0374,0.0308
2021-09-30,-0.0348,-0.053200000000000004,-0.059699999999999996,-0.0463,-0.0375,-0.0433,-0.0418,-0.034300000000000004,-0.025699999999999997,-0.0308
2021-10-31,0.0218,0.0385,0.0645,0.061399999999999996,0.0689,0.0588,0.13849999999999998,0.0911,0.0629,0.0418
2021-11-30,-0.0837,-0.0111,-0.0331,0.0349,-0.0215,-0.0345,0.0049,-0.052199999999999996,-0.023799999999999998,-0.024300000000000002
2021-12-31,0.031,0.0689,0.0331,0.067,0.052000000000000005,0.045,0.0444,0.0318,-0.0079,-0.0665
2022-01-31,-0.0741,-0.013999999999999999,-0.0241,-0.0546,-0.0552,-0.05,-0.071,-0.0605,-0.0755,-0.1082
2022-02-28,-0.0315,-0.032400000000000005,-0.006999999999999999,-0.0353,-0.0132,-0.0513,-0.0263,-0.019299999999999998,-0.011399999999999999,0.006500000000000001
2022-03-31,-0.0007000000000000001,-0.0072,0.0053,0.0146,0.023700000000000002,0.0204,0.0441,0.0339,0.0495,0.051699999999999996
2022-04-30,-0.20929999999999999,-0.1348,-0.07139999999999999,-0.0738,-0.09449999999999999,-0.0508,-0.0735,-0.058600000000000006,-0.1039,-0.1298
2022-05-31,-0.0785,-0.026099999999999998,0.0366,0.0282,-0.0032,0.0024,-0.0159,-0.0068000000000000005,-0.011899999999999999,0.0166
2022-06-30,-0.1142,-0.1125,-0.1118,-0.10460000000000001,-0.0817,-0.0779,-0.0667,-0.07719999999999999,-0.0565,-0.1041
2022-07-31,0.1499,0.0986,0.1675,0.0906,0.0793,0.1016,0.08410000000000001,0.1162,0.0387,0.0857
2022-08-31,-0.030899999999999997,-0.0101,-0.0587,-0.0525,-0.054900000000000004,-0.048,-0.0361,-0.027200000000000002,-0.0178,0.0003
2022-09-30,-0.11630000000000001,-0.1241,-0.11800000000000001,-0.11560000000000001,-0.0877,-0.08990000000000001,-0.0819,-0.092,-0.049699999999999994,-0.073
2022-10-31,0.07139999999999999,0.0258,0.1149,0.0235,0.0922,0.0751,0.0958,0.06860000000000001,0.0975,0.17980000000000002
2022-11-30,0.0152,0.09119999999999999,0.06,0.0414,0.057800000000000004,0.08990000000000001,0.0732,0.0268,0.0406,0.018600000000000002
2022-12-31,-0.0956,-0.1359,-0.0824,-0.0365,-0.0424,-0.08310000000000001,-0.0391,-0.029500000000000002,-0.0326,-0.042300000000000004
2023-01-31,0.221,0.22219999999999998,0.14300000000000002,0.0637,0.0761,0.0564,0.0521,0.0017000000000000001,0.011200000000000002,0.0052
2023-02-28,0.0842,-0.0285,-0.0478,-0.0022,-0.0305,-0.0208,-0.026099999999999998,-0.0352,-0.0225,-0.050199999999999995
2023-03-31,-0.0482,0.0828,0.0706,0.0248,0.011899999999999999,0.013000000000000001,0.019299999999999998,0.0022,0.0059,0.0039000000000000003
2023-04-30,-0.0669,-0.026099999999999998,0.0337,0.0166,0.0053,0.0087,0.0064,0.0241,0.0070999999999999995,0.0194
2023-05-31,0.0288,0.0698,0.0356,-0.0017000000000000001,-0.0302,0.0127,-0.0242,0.025,-0.0334,0.086
2023-06-30,0.09759999999999999,0.15460000000000002,0.056900000000000006,0.0637,0.0358,0.0572,0.0688,0.0682,0.07200000000000001,0.0848
2023-07-31,0.1231,0.0579,0.0434,0.0518,0.041299999999999996,0.042,0.04019999999999999,0.0285,0.0070999999999999995,0.051
2023-08-31,-0.09380000000000001,-0.0637,-0.0454,-0.0387,-0.018000000000000002,-0.0106,-0.0018,-0.027000000000000003,0.0256,-0.011899999999999999
2023-09-30,-0.09380000000000001,-0.0552,-0.0401,-0.0286,-0.0429,-0.0291,-0.0552,-0.0369,-0.0547,-0.0771
2023-10-31,-0.0919,-0.0546,-0.042199999999999994,-0.0337,-0.043,0.0011,-0.0248,-0.003,-0.0345,-0.0409
2023-11-30,0.08990000000000001,0.0904,0.0753,0.0588,0.0665,0.0765,0.09,0.0973,0.11699999999999999,0.1276
2023-12-31,0.1971,0.1003,0.10310000000000001,0.061900000000000004,0.0604,0.0516,0.0451,0.0351,0.0421,0.039900000000000005
2024-01-31,-0.0711,-0.04,-0.0318,0.0,0.0028000000000000004,0.0055000000000000005,0.020499999999999997,0.0263,-0.0116,0.0513
2024-02-29,0.026000000000000002,0.0141,0.0235,0.0226,0.0218,0.0385,0.038,0.0458,0.0451,0.1282
2024-03-31,0.005699999999999999,0.0492,0.051399999999999994,0.0304,0.0554,0.029900000000000003,0.0318,0.0115,0.0325,0.0394
2024-04-30,-0.0716,-0.0393,-0.0258,-0.015300000000000001,-0.0287,-0.0467,-0.0506,-0.0258,-0.058600000000000006,-0.0552
2024-05-31,0.0603,0.03,0.020499999999999997,0.0467,0.0246,0.035,0.0443,0.0425,0.009899999999999999,0.1183
2024-06-30,-0.0239,0.004699999999999999,0.0401,0.0199,0.0029,0.0301,0.0254,0.0359,0.053,0.0687
2024-07-31,0.12390000000000001,0.035699999999999996,0.0351,0.053200000000000004,0.0521,0.0409,0.005699999999999999,0.0154,-0.0088,-0.047
2024-08-31,-0.024399999999999998,-0.0255,-0.0187,0.0335,0.0077,0.0315,0.0352,0.0406,-0.0018,0.0462
2024-09-30,0.0421,0.059800000000000006,0.0004,0.0121,0.022400000000000003,0.018000000000000002,0.0166,0.0292,0.0037,0.041100000000000005
2024-10-31,-0.032799999999999996,-0.0196,-0.0079,-0.0227,-0.0182,-0.019299999999999998,-0.0089,0.0015,0.0025,0.0273
2024-11-30,0.12359999999999999,0.0555,0.0558,0.0658,0.0852,0.0558,0.0683,0.0742,0.0818,0.0674
2024-12-31,-0.0353,-0.0824,-0.056600000000000004,-0.0231,-0.051500000000000004,-0.013000000000000001,-0.0006,-0.0592,-0.0562,0.0025
2025-01-31,0.0159,0.0277,0.026000000000000002,0.0384,0.0204,0.0154,0.039900000000000005,0.050300000000000004,0.08929999999999999,-0.0005
2025-02-28,-0.0236,-0.018000000000000002,-0.0003,-0.0259,-0.0021,0.0359,0.0029,-0.0366,-0.0233,-0.0774
2025-03-31,-0.06309999999999999,-0.0425,-0.029300000000000003,-0.0296,-0.0255,-0.0204,-0.0332,-0.0828,-0.0911,-0.1125
2025-04-30,-0.044800000000000006,-0.051699999999999996,-0.0384,-0.037200000000000004,-0.0069,-0.0337,-0.0006,-0.0006,-0.013999999999999999,0.0767
2025-05-31,0.0864,0.0128,0.0554,0.0565,0.0935,0.0229,0.0462,0.1247,0.053,0.057999999999999996
2025-06-30,0.0827,0.1124,0.06559999999999999,0.0441,0.058899999999999994,0.0839,0.03,0.08310000000000001,0.013500000000000002,0.04
2025-07-31,-0.0276,0.0189,-0.016,0.049,0.028999999999999998,0.0661,0.0132,0.005600000000000001,-0.0002,0.0075
2025-08-31,0.1153,0.0546,0.0524,0.0333,0.0665,0.0724,0.0336,-0.011899999999999999,0.0123,-0.0127
2025-09-30,0.030299999999999997,-0.0229,-0.0009,0.049699999999999994,-0.0109,0.0022,0.011399999999999999,0.047,0.0359,0.0782
2025-10-31,0.0028000000000000004,-0.0033,0.045899999999999996,0.006,0.0388,-0.023,0.0048,0.0341,0.0291,0.0467
2025-11-30,-0.0062,0.0298,0.0269,0.0727,0.0155,0.024300000000000002,0.0031,0.0013,-0.013300000000000001,-0.0363
2025-12-31,0.0264,0.022000000000000002,0.022400000000000003,0.0051,0.0011,0.0108,-0.0072,-0.0051,-0.0038,-0.0027
